epoch,train_loss,eval_loss,f1_score,precision,recall,mape,lr,adam_lr
0,7.18943854769071,0.5399366617202759,,,,0.554766038468971,0.005405828481669532,0.005405828481669532
1,0.41403165459632874,0.2851247067252795,,,,0.2664346134806657,0.005405828481669532,0.005405828481669532
2,0.32362833097577093,0.20519762858748436,,,,0.3244921014099697,0.005405828481669532,0.005405828481669532
3,0.26092110089957715,0.20782558619976044,,,,0.3670443932627407,0.005405828481669532,0.005405828481669532
4,0.267039163907369,0.6024894913037618,,,,1.0859770581248596,0.005405828481669532,0.005405828481669532
5,0.3354696273803711,0.30022140095631283,,,,0.5605718415132305,0.005405828481669532,0.005405828481669532
6,0.28793148274223007,0.18707474569479624,,,,0.26920148399931837,0.005405828481669532,0.005405828481669532
7,0.44073544144630433,0.18172619119286537,,,,0.3134150619115008,0.005405828481669532,0.005405828481669532
8,0.3626108708480994,0.4177660172184308,,,,0.3590530730242909,0.005405828481669532,0.005405828481669532
9,0.345187608897686,0.2235118622581164,,,,0.2902393202141507,0.005405828481669532,0.005405828481669532
10,0.28387552350759504,0.5636518895626068,,,,1.0271222248679828,0.005405828481669532,0.005405828481669532
11,0.25863882911701996,0.18792945643266043,,,,0.24440618349178475,0.005405828481669532,0.005405828481669532
12,0.2950812019407749,0.42034966746966046,,,,0.35721589066509535,0.005405828481669532,0.005405828481669532
13,0.3775240108370781,0.2896208080152671,,,,0.564940060040629,0.005405828481669532,0.005405828481669532
14,0.35155450080831846,0.29652862064540386,,,,0.28675536995406176,0.005405828481669532,0.005405828481669532
15,0.3658563088625669,0.1911921575665474,,,,0.3271163020293943,0.005405828481669532,0.005405828481669532
16,0.33716357983648776,0.22824704957505068,,,,0.25344046833975753,0.005405828481669532,0.005405828481669532
17,0.29435308252771697,0.1764663631717364,,,,0.2627305087118009,0.005405828481669532,0.005405828481669532
18,0.2567840707798799,0.22295677910248438,,,,0.2463926669903502,0.005405828481669532,0.005405828481669532
19,0.27948960016171137,0.17739550893505415,,,,0.25935342715251836,0.005405828481669532,0.005405828481669532
20,0.2818402188519637,0.2944578304886818,,,,0.5862357420519956,0.005405828481669532,0.005405828481669532
21,0.2840715599556764,0.5689507375160853,,,,1.0346783873837182,0.005405828481669532,0.005405828481669532
22,0.3010840722670158,0.33441037436326343,,,,0.650805212157796,0.005405828481669532,0.005405828481669532
23,0.28593405733505883,0.1630376254518827,,,,0.24295800950900262,0.005405828481669532,0.005405828481669532
24,0.29217701877156893,0.3174060011903445,,,,0.5728847763436906,0.005405828481669532,0.005405828481669532
25,0.3673847721268733,0.2891503442078829,,,,0.2918492669251233,0.005405828481669532,0.005405828481669532
26,0.28722255552808446,0.16662195386985937,,,,0.2420604545110344,0.005405828481669532,0.005405828481669532
27,0.2687025021761656,0.21788457036018372,,,,0.33204302485986187,0.005405828481669532,0.005405828481669532
28,0.2589963455994924,0.16970563617845377,,,,0.2727139666033957,0.005405828481669532,0.005405828481669532
29,0.2827633327494065,0.1639609932899475,,,,0.23549298690776763,0.005405828481669532,0.005405828481669532
30,0.3181740255405506,0.23101025943954787,,,,0.37424066515082166,0.005405828481669532,0.005405828481669532
31,0.272263140976429,0.18571501473585764,,,,0.31848719147640486,0.005405828481669532,0.005405828481669532
32,0.273135494440794,0.3228379786014557,,,,0.2930113755012586,0.005405828481669532,0.005405828481669532
33,0.3420391169687112,0.16166490502655506,,,,0.25072743429097133,0.005405828481669532,0.005405828481669532
34,0.30998387256016335,0.1720347348600626,,,,0.22627916798174974,0.005405828481669532,0.005405828481669532
35,0.26484212030967075,0.18011317402124405,,,,0.30422549548289574,0.005405828481669532,0.005405828481669532
36,0.28031984642148017,0.18754703924059868,,,,0.3405143434687239,0.005405828481669532,0.005405828481669532
37,0.31665282032142084,0.1921953403701385,,,,0.23423998819677816,0.005405828481669532,0.005405828481669532
38,0.4004178250829379,0.18047945760190487,,,,0.22438337494247387,0.005405828481669532,0.005405828481669532
39,0.2778739470988512,0.24659236582616964,,,,0.2545335797945592,0.005405828481669532,0.005405828481669532
40,0.2825306461503108,0.19351288924614587,,,,0.2322842574986945,0.005405828481669532,0.005405828481669532
41,0.31228123381733897,0.2932768439253171,,,,0.5725205052250438,0.005405828481669532,0.005405828481669532
42,0.38357637251416843,0.19066611925760904,,,,0.3675450992668498,0.005405828481669532,0.005405828481669532
43,0.2921826331565777,0.17880779628952345,,,,0.30461208850275606,0.005405828481669532,0.005405828481669532
44,0.24643302249411742,0.1727716370175282,,,,0.2257919088184435,0.003784079937168672,0.003784079937168672
45,0.2231925431638956,0.16237708367407322,,,,0.22138354930788293,0.003784079937168672,0.003784079937168672
46,0.2735652601967255,0.3069426467021306,,,,0.6095970116953403,0.003784079937168672,0.003784079937168672
47,0.24681499358266593,0.2181794544061025,,,,0.4178884512584183,0.003784079937168672,0.003784079937168672
48,0.2477456116427978,0.15760955524941286,,,,0.23136331493257367,0.003784079937168672,0.003784079937168672
49,0.29312215534349284,0.19750001529852548,,,,0.36151624092991713,0.003784079937168672,0.003784079937168672
50,0.24050218760967254,0.2354622781276703,,,,0.4430094768032699,0.003784079937168672,0.003784079937168672
51,0.282865555336078,0.31448688978950184,,,,0.30843495611230987,0.003784079937168672,0.003784079937168672
52,0.2606983756025632,0.16813476383686066,,,,0.2774581683548009,0.003784079937168672,0.003784079937168672
53,0.24313384257256984,0.1993940311173598,,,,0.2297735140311211,0.003784079937168672,0.003784079937168672
54,0.24257952192177376,0.21680044010281563,,,,0.41197715405987223,0.003784079937168672,0.003784079937168672
55,0.24828250582019487,0.1652153767645359,,,,0.219722407268391,0.003784079937168672,0.003784079937168672
56,0.2521885305643082,0.23646057148774466,,,,0.4695042753386427,0.003784079937168672,0.003784079937168672
57,0.24581793608764807,0.1550701086719831,,,,0.26127718747077994,0.003784079937168672,0.003784079937168672
58,0.23529206328094004,0.27519749850034714,,,,0.5563074155863083,0.003784079937168672,0.003784079937168672
59,0.2520892380426327,0.20099339137474695,,,,0.22886055729716245,0.003784079937168672,0.003784079937168672
60,0.26306218430399897,0.21289669970671335,,,,0.23270446328602015,0.003784079937168672,0.003784079937168672
61,0.2370913893605272,0.19238298386335373,,,,0.3560899409212881,0.003784079937168672,0.003784079937168672
62,0.28007013934353986,0.24771314362684885,,,,0.47425291343050274,0.003784079937168672,0.003784079937168672
63,0.2843242323026061,0.2640296742320061,,,,0.5189900291638042,0.003784079937168672,0.003784079937168672
64,0.3540146025518576,0.19649064727127552,,,,0.2272629453162757,0.003784079937168672,0.003784079937168672
65,0.2567828725402554,0.20649985068788132,,,,0.21823040981581746,0.003784079937168672,0.003784079937168672
66,0.270945582104226,0.36158086856206256,,,,0.7079570418991391,0.003784079937168672,0.003784079937168672
67,0.2689022143681844,0.15597404725849628,,,,0.24943508848810525,0.003784079937168672,0.003784079937168672
68,0.27817897299925487,0.18315675357977548,,,,0.22537989757647922,0.0026488559560180706,0.0026488559560180706
69,0.2797693595290184,0.1617549272874991,,,,0.2528615187933702,0.0026488559560180706,0.0026488559560180706
70,0.2898723573734363,0.2080646219352881,,,,0.3985165634500303,0.0026488559560180706,0.0026488559560180706
71,0.26413330622017384,0.1923691766957442,,,,0.2592699628828122,0.0026488559560180706,0.0026488559560180706
72,0.30679629066338143,0.15662971076865992,,,,0.24216683718112844,0.0026488559560180706,0.0026488559560180706
73,0.265336703757445,0.283447007338206,,,,0.5565404613980537,0.0026488559560180706,0.0026488559560180706
74,0.23952496995528538,0.20060679192344347,,,,0.37264508939243535,0.0026488559560180706,0.0026488559560180706
75,0.23289598046491544,0.16990274687608084,,,,0.2824620125228621,0.0026488559560180706,0.0026488559560180706
76,0.23304267997543018,0.16337385835746923,,,,0.21405150814335705,0.0026488559560180706,0.0026488559560180706
77,0.23101746228833994,0.16755898172656694,,,,0.26614184554580317,0.0026488559560180706,0.0026488559560180706
78,0.22727398686110972,0.16407758494218191,,,,0.24390890483397665,0.0026488559560180706,0.0026488559560180706
79,0.24712716850141683,0.1613881029188633,,,,0.28597073049880245,0.0018541991692126493,0.0018541991692126493
80,0.22847537075479826,0.19659187893072763,,,,0.36985342254410175,0.0018541991692126493,0.0018541991692126493
81,0.2419342034806808,0.1916651464998722,,,,0.34838149811968244,0.0018541991692126493,0.0018541991692126493
82,0.22146551683545113,0.1796499416232109,,,,0.32596582310387473,0.0018541991692126493,0.0018541991692126493
83,0.2278722669929266,0.16161566351850828,,,,0.29084697345994576,0.0018541991692126493,0.0018541991692126493
84,0.249336283095181,0.18302047501007715,,,,0.3365930093992555,0.0018541991692126493,0.0018541991692126493
85,0.22710782010108232,0.18307808662454286,,,,0.21301361890179482,0.0018541991692126493,0.0018541991692126493
86,0.22217760508259138,0.18719379541774592,,,,0.22639963100513735,0.0018541991692126493,0.0018541991692126493
87,0.26822552594045795,0.16030965807537237,,,,0.2346490834365033,0.0018541991692126493,0.0018541991692126493
88,0.22562830814470847,0.19735301782687506,,,,0.2847609105737296,0.0018541991692126493,0.0018541991692126493
89,0.22949932515621185,0.16808176909883818,,,,0.28937485824819603,0.0018541991692126493,0.0018541991692126493
90,0.2645693295945724,0.15348549280315638,,,,0.19997054489776692,0.0018541991692126493,0.0018541991692126493
91,0.2499755537758271,0.1655197205642859,,,,0.2128726640524952,0.0018541991692126493,0.0018541991692126493
92,0.23334619402885437,0.17251393819848695,,,,0.2953920580755829,0.0018541991692126493,0.0018541991692126493
93,0.23601326147715251,0.16077768678466478,,,,0.2890393545151609,0.0018541991692126493,0.0018541991692126493
94,0.23559598562618098,0.2040868022789558,,,,0.2233910548535986,0.0018541991692126493,0.0018541991692126493
95,0.2302561202396949,0.15961058562000593,,,,0.2610035881721174,0.0018541991692126493,0.0018541991692126493
96,0.22268651090562344,0.38382838666439056,,,,0.7359859249040781,0.0018541991692126493,0.0018541991692126493
97,0.2602035029480855,0.18041005482276282,,,,0.3241726822176398,0.0018541991692126493,0.0018541991692126493
98,0.23409697792182366,0.2210372475286325,,,,0.3797374788996912,0.0018541991692126493,0.0018541991692126493
99,0.23680664530644815,0.19301532519360384,,,,0.21805531106781384,0.0018541991692126493,0.0018541991692126493
